x_id,x_kind,disposition,pressure_id,source_id,model_path,instance_id,instance_version,value,provenance,custody,invariant_check_ids,enforcement_reality,open_pressure_disposition,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator
invariant:I3,Invariant,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I3,none,not-applicable,"nine program-owned record_category entries each declare their own schema_extension, admission_rule, retrieval, lifecycle and correction; the knowledge-node and research-finding categories differ on every one of the five",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,"specified-not-enforced: the categories are authored here, not configured anywhere",n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant:I4,Invariant,construct-pressure,PR-OBSERVATION-RAW-EVIDENCE,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I4,none,not-applicable,EV-015 is the ONLY Event with a real raw_evidence_ref (a content-addressed git tree). EV-016 is an observation with epistemic_kind reported-observation. Every target-repository enumeration is encoded as a claim.,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,"specified-not-enforced, but the required_extension makes the gap mechanically visible",I4 correctly refused to let authored summaries pass as measurements,historical-evidence-gap; project-evolution-candidate,"event_type observation requires raw_evidence_ref. wfh-008 retained NO raw command output for any enumeration against the target repository - only authored summaries. Under I4 those are claims, not observations. Exactly ONE Event in the instance (EV-015) carries a real raw_evidence_ref, and only because git objects are content-addressed and independently re-derivable.","REPRESENTABLE, AND V5 CLASSIFIES IT CORRECTLY - the model refused to let a summary pass as a measurement without anyone arguing about it. This is a positive result for I4.",see CF-04 - an audit writes its deciding command outputs to a sibling transcript and cites it,"the round-1 audit reported 38 example manifests, round 2 found 37 and could not attribute the phantom path; a retained transcript settles it in one line, and part of a rework allowance was spent on the question","raises the altitude from claim to reported-observation only; it does NOT move capture custody outside the reporting actor, and claiming otherwise would be laundering",one convention line plus repository size; risk that a transcript invites the belief a rule was enforced when it was only observed,.claude/workflow/research-scope.md; .claude/agents/factory/factory-validator.md; reports/ layout,yes,yes,raw_evidence_ref becomes real; V5 needs no change either way,not-applicable
invariant:I5,Invariant,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I5,none,not-applicable,"EV-018/EV-019 (refusals) are separate immutable Events from EV-020 (the later success); no Event is edited. The four asserted-but-untrue defects were corrected by a new Unit (UN-CORRECTIONS), not by rewriting the audit Event.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant:I6,Invariant,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I6,none,not-applicable,EV-013 (assessment) / EV-014 (gate_outcome) / EV-024 (the coordinator decision confirming it) / EV-023 (transition) / EV-017 (effect_request) / EV-018 (effect_disposition) / RC-COV-R2 (Record) are seven distinct objects with different actors and authorities over one gate,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,the strongest single positive result in the case,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant:I7,Invariant,construct-pressure,PR-INDEPENDENCE-UNVERIFIABLE,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I7,none,not-applicable,"GT-COVERAGE.independence_predicate is populated and the round-2 auditor DID fail closed on the leader's reading of predicate 6, running its own third sweep instead. But independence is asserted in prose only.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,"specified-not-enforced: no evidence in the alphabet can establish independence - one git author, one forge account",n/a,enforcement-gap,"Gate.independence_predicate and the assessment extension's independence_check are required text. Both are populated from the auditors' own headers. At the custody layer nothing distinguishes them: every wfh-008 commit carries the git author 'Claude Opus 4.8 <noreply@anthropic.com>', and all nine Issue comments - including the owner's decisions - are posted by the single GitHub account dug-21. I7 (gates fail closed when independence cannot be established) is therefore never mechanically evaluable in this case.",representable as an assertion; not verifiable by any evidence in the alphabet,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
invariant:I8,Invariant,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I8,none,not-applicable,RC-CYCLE.missing_or_unavailable_refs carries four permanent telemetry holes; RC-COV-R2 carries a ten-item gap register; RC-W6 records that its own gate enumeration is not closed. Nothing was backfilled.,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,the field missing_or_unavailable_refs is what makes this checkable rather than rhetorical,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant:I9,Invariant,not-applicable,PR-CAPABILITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I9,none,not-applicable,no Capability instance and no proven grade anywhere; TE-METAHARNESS stayed grade:claimed and GT-FIREWALL was never evaluated,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,not-applicable,vacuous in this case,historical-evidence-gap; model-defect,"R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",not-proposed,the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,"whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case"
invariant:I10,Invariant,exercised,PR-SKILL-NAME-COLLISION,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I10,none,not-applicable,16 Skills held by 22 Actors; no Skill grants authority (every grant is a Delegation) and none is a Capability (there are none). SK-FIREWALL-ENFORCEMENT is named a competence and enforced by nothing.,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,"satisfied but weakly tested - the project has no Skill construct, so the Skills are lifted from role frontmatter",project-evolution-candidate; unresolved,"The Skill instances are lifted from the `capabilities:` frontmatter key in .claude/agents/factory/*.md. The project's word 'capabilities' denotes V5 Skill (competence), not V5 Capability (an observable behavior required by a Goal). I10 exists to keep these apart and the project's vocabulary runs them together.","representable; the collision is lexical, not structural",rename the agent frontmatter key from `capabilities:` to `skills:`,"the garage already maintains a separate Unimatrix `capability` category with a different meaning, and wfh-010 spent a workstream on exactly this conflation; the rename removes a real reader ambiguity in the repo regardless of V5","pure rename; no semantics, proof, authority or custody move","ten agent definition files, any tooling that reads the key, and the onboard skill; low but touches the method surface, so it is itself an adaptation Event",.claude/agents/factory/*.md; .claude/skills/factory-onboard/SKILL.md,yes,yes,identical V5 shape; the model gains nothing and the repository loses an ambiguity,whether the collision has ever caused a concrete error is not evidenced by this case
invariant:I11,Invariant,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I11,none,not-applicable,TE-METAHARNESS.enables is empty and its grade stayed claimed across a correction that added substantial evidence; TE-RUFLO and TE-RETORT carry grade missing,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,satisfied vacuously on the Capability side,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant:I12,Invariant,construct-pressure,PR-ENFORCED-AUTHORITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I12,none,not-applicable,clause 1 WITNESSED: AC-GOALOWNER holds A0 with high evaluative influence while AC-GIT holds A0 with powerful repository effects - autonomy and effect authority are visibly independent. Clause 2 NOT WITNESSED: enforced_by is empty on 31/31 Delegations.,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,zero enforced authority in the case; the only refusal receipt is a schema refusal,enforcement-gap,"I12's second clause says only an EffectBoundary disposition demonstrates enforced authority. The checker reports Delegation.enforced_by empty on 31 of 31 Delegations. The single refusal receipt in the case (EV-018/EV-019, five refused context_cycle calls) is a PAYLOAD-SHAPE refusal - the run's own disclosure confirms agent_id was present on all five - so it demonstrates schema enforcement, not authority. The garage's strongest custody claim, the single-writer curator rule, has no enforcement point: any actor may call context_store, and the server checks only that an identity string is present, not who sent it.","REPRESENTABLE AND EMPTY: the case demonstrates ZERO enforced authority. This is a correct and important negative, not a model failure.",not-proposed,making the curator rule enforced needs a credential boundary that does not exist and cannot be costed from the fixed alphabet; proposing it would be the build recommendation this scope forbids,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
invariant:I13,Invariant,not-applicable,PR-CAPABILITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I13,none,not-applicable,zero Capability instances; the checker reports PASS vacuously,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,not-applicable,vacuous,historical-evidence-gap; model-defect,"R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",not-proposed,the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,"whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case"
invariant:I14,Invariant,not-applicable,PR-CAPABILITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I14,none,not-applicable,zero Capability instances,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,not-applicable,vacuous,historical-evidence-gap; model-defect,"R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",not-proposed,the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,"whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case"
invariant:I15,Invariant,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I15,none,not-applicable,"checker witnesses UN-RUN, UN-SCOPE, UN-W1, UN-W2, UN-W4, UN-W5, UN-W6, UN-W7 and UN-AUDIT-R2 with multiple Attempts each; UN-AUDIT-R2 has two Attempts against DIFFERENT baselines under one intended outcome",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,mechanically checkable on instance data and checked,clean positive,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant:I16,Invariant,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I16,none,not-applicable,UN-CORRECTIONS is modelled as its own Unit rather than further Attempts of UN-W1/W2/W4/W6 precisely because its intended outcome differs; the checker confirms no two Units share an intended_outcome,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,mechanically checkable and checked,clean positive,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant:I17,Invariant,construct-pressure,PR-DELEGATION-ATTENUATION-COMPARISON,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I17,none,not-applicable,"clause 1 CHECKED on two axes and it caught a real error - a first-pass encoding gave the leader's close grant graph-write its parent lacked, and the checker rejected it. Clause 2 (chain to a Scope root) PASSES for all 31 Delegations.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,partially mechanically checkable; UNDECIDABLE on escalation_conditions and resource_ceiling for 20 derived Delegations,"open.delegation_attenuation exercised, still-open",model-defect,"I17 says a derived Delegation may not exceed its parent 'on any axis'. The checker decides two axes (autonomy_tier is ordinal; effect_grants is a set) and reports 20 derived Delegations UNDECIDABLE on escalation_conditions and resource_ceiling, because the model supplies no ordering for a text list or a heterogeneous map. open.delegation_attenuation names this.","PARTIALLY CHECKABLE - and the checkable half worked: it rejected a first-pass encoding that gave the leader's close grant graph-write its parent lacked, which was a genuine modelling error",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
invariant:I18,Invariant,construct-pressure,PR-METHOD-CUSTODY,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I18,none,not-applicable,"the method surface was NOT edited during the run (no .claude commit on 2026-08-28) - a positive behavioral observation. But an npx install overwrote twelve method files the day before with no decision Event, and research-scope.md was last revised by an agent identity.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,"specified-not-enforced: no CODEOWNERS, no branch protection, no manifest","open.custody_enforcement exercised, still-open",enforcement-gap; project-evolution-candidate,"I18 requires Workflow/Gate/Delegation custody to sit outside the governed activity. All method definitions live in .claude/ inside the repository the governed agents write to; there is NO CODEOWNERS file and no branch-protection artifact in the tree. The most recent revision of research-scope.md (9d7806a, 2026-08-27) was authored by the agent identity 'Claude Opus 4.8' - the governed actor class edited its own governing definition. Separately, an npx install silently overwrote twelve method files on 2026-08-27 with no decision Event.","representable, and the instance records the custody as prose because there is nothing else to record; definition_custodian_ref is marked _approx on WF-RESEARCH-SCOPE",see CF-02 - a sha256 manifest over the method surface plus a drift check,"an evidenced integrity incident that nothing detected mechanically; the argument is about that incident, not about a data model","detects drift; explicitly does NOT establish custody, because the manifest is itself editable by the governed party (the #320 predicate applies to it)","one manifest, one hook, one protocol line; recurring regeneration on legitimate method change",.claude/settings.json; a new .claude/METHOD-MANIFEST.sha256; .claude/workflow/research-scope.md,yes,yes,detection improves; I18 remains UNSATISFIED in both forms - the evolution does not repair it,open.custody_enforcement says no common enforcement point exists; whether I18 is satisfiable inside a single repository at all is not decidable here
invariant:I19,Invariant,construct-pressure,PR-I19-BINDING-ALTITUDE,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",invariant:I19,none,not-applicable,"four program-owned registry extensions authored (unit_kind, record_category, effect_class, event_type); none weakens a common invariant and none moves semantics into free text - the unrecorded_change type exists precisely BECAUSE adaptation presupposes authorization",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,S6 unresolved: I19 is bound to Workflow alone while three of the four extension owners are not Workflow,model-defect,"I19 (program extensions may not weaken common invariants) is cited by Workflow ALONE, yet this instance registers program-owned extensions on unit_kind, record_category, effect_class and event_type - owned by Workflow, Scope, Scope and the registry respectively. Three of the four owners are not Workflow, so nothing binds I19 to them. Review finding S6 raised exactly this and it is unresolved in the pinned file.","representable; the extensions conform, and no per-construct binding required them to",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
principle:small_core,Principle,exercised,PR-CAPABILITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",principle:small_core,none,not-applicable,"all seven core entities present except Capability, which is absent for evidence reasons, not modelling reasons",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,n/a,the hypothesis survives this case on six of seven core entities,historical-evidence-gap; model-defect,"R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",not-proposed,the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,"whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case"
principle:supporting_definitions,Principle,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",principle:supporting_definitions,none,not-applicable,all eight supporting definitions instantiated; EffectBoundary has exactly one instance and Technology three,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,n/a,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
principle:extend_by_registration,Principle,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",principle:extend_by_registration,none,not-applicable,"four registries extended, zero new entities needed - including the unauthorized-change case, which the registry absorbed",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,n/a,strong positive,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
principle:construct_admission_bar,Principle,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",principle:construct_admission_bar,none,not-applicable,no case behavior required a new construct; the closest call (unauthorized definition change) fitted a registered event type,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,n/a,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
principle:separation_is_the_product,Principle,construct-pressure,PR-ENFORCED-AUTHORITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",principle:separation_is_the_product,none,not-applicable,"competence/capability, claim/observation, outcome/decision/consequence and record/effect all held. delivery/proof is UNTESTED (no Capability) and intent/enforcement FAILED on the evidence side - intent is everywhere, enforcement nowhere.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,enforcement-gap,"I12's second clause says only an EffectBoundary disposition demonstrates enforced authority. The checker reports Delegation.enforced_by empty on 31 of 31 Delegations. The single refusal receipt in the case (EV-018/EV-019, five refused context_cycle calls) is a PAYLOAD-SHAPE refusal - the run's own disclosure confirms agent_id was present on all five - so it demonstrates schema enforcement, not authority. The garage's strongest custody claim, the single-writer curator rule, has no enforcement point: any actor may call context_store, and the server checks only that an identity string is present, not who sent it.","REPRESENTABLE AND EMPTY: the case demonstrates ZERO enforced authority. This is a correct and important negative, not a model failure.",not-proposed,making the curator rule enforced needs a credential boundary that does not exist and cannot be costed from the fixed alphabet; proposing it would be the build recommendation this scope forbids,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
principle:authority_chain,Principle,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",principle:authority_chain,none,not-applicable,every Delegation traces to SC-COL's authority_root_ref AC-OWNER; checker PASS,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,partially checkable,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
principle:program_ownership,Principle,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",principle:program_ownership,none,not-applicable,"the program owns nine record categories, eight unit kinds, five effect classes and the proof bar; the common model owns identity and invariants",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,n/a,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
principle:method_custody,Principle,construct-pressure,PR-METHOD-CUSTODY,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",principle:method_custody,none,not-applicable,the principle is stated and the project does not implement it,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,enforcement-gap; project-evolution-candidate,"I18 requires Workflow/Gate/Delegation custody to sit outside the governed activity. All method definitions live in .claude/ inside the repository the governed agents write to; there is NO CODEOWNERS file and no branch-protection artifact in the tree. The most recent revision of research-scope.md (9d7806a, 2026-08-27) was authored by the agent identity 'Claude Opus 4.8' - the governed actor class edited its own governing definition. Separately, an npx install silently overwrote twelve method files on 2026-08-27 with no decision Event.","representable, and the instance records the custody as prose because there is nothing else to record; definition_custodian_ref is marked _approx on WF-RESEARCH-SCOPE",see CF-02 - a sha256 manifest over the method surface plus a drift check,"an evidenced integrity incident that nothing detected mechanically; the argument is about that incident, not about a data model","detects drift; explicitly does NOT establish custody, because the manifest is itself editable by the governed party (the #320 predicate applies to it)","one manifest, one hook, one protocol line; recurring regeneration on legitimate method change",.claude/settings.json; a new .claude/METHOD-MANIFEST.sha256; .claude/workflow/research-scope.md,yes,yes,detection improves; I18 remains UNSATISFIED in both forms - the evolution does not repair it,open.custody_enforcement says no common enforcement point exists; whether I18 is satisfiable inside a single repository at all is not decidable here
principle:inverse_relations,Principle,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",principle:inverse_relations,none,not-applicable,"24 declared inverses required mechanical closure in this instance - they are real constraints, not decoration. The withdrawn A3 back-pointers (Goal->Workflow, Actor->Attempt) were served by index instead, and both traversals ran.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,mechanically checkable and checked,the A3 withdrawal is vindicated by this case,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
notation:status,Notation,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",notation:status,none,not-applicable,"OPEN/RESOLVED read on every construct and consumed as test input, not as permission",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,n/a,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
notation:identity,Notation,construct-pressure,PR-BASELINE-REWRITE,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",notation:identity,none,not-applicable,"ids are opaque in the instance. In the project they are NOT: a commit id is content-derived and was reissued, and Unimatrix reissues on correction.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,n/a,n/a,enforcement-gap; project-evolution-candidate,"MEASURED: a rebase reissued every wfh-008 commit id after the run closed - twelve spread author timestamps against ONE uniform committer timestamp (2026-08-28 14:20:37 -0400), author identity preserved, committer dug-21 <angryweed@gmail.com> applied uniformly, matching a reflog `rebase (finish)`; trees identical across every pair tested. wfh-010 W1 records the mismatch as differing 'displayed abbreviations'; that reading is wrong - they are different objects. No adaptation Event exists for the rewrite and git holds no supersession link from the new id to the old, whereas Unimatrix's context_correct reissues an id AND leaves a queryable chain. CORRECTION 1 (2026-08-29): an earlier version asserted the recorded baselines no longer resolve. RETRACTED - wfh-010's R08 ledger pins the post-rebase oids and all twelve are ancestors of main. CORRECTION 2 (2026-08-29): a follow-up asserted the pre-rebase ids survive on a branch PUBLISHED on origin. ALSO RETRACTED - that read a stale local remote-tracking ref as evidence about the remote; git ls-remote returns nine heads without it, git fetch --prune --dry-run reports it deleted, delete_branch_on_merge is true. Those ten ids resolve today only via this clone's local branch ref and via forge retention of the bare oid - two unprotected behaviours, not durability. The pressure survives at reduced weight.","REPRESENTABLE. baseline_ref is `text`, so any commit id conforms and no V5 rule was violated by the rewrite. The residue is narrow: `text` carries no integrity binding, and V5 cannot say whether a baseline's custody store preserves a supersession link.","see CF-01 - record baselines as git-tree oids alongside commit ids, and do not rebase a branch after a gate has ruled against it","STATED, NOT ARGUED: ten gate citations in the run's governance record resolve today only through two unprotected accidents - this clone's local branch ref and the forge answering for a bare oid contained by no branch. No published branch backs either. True with or without V5. Two earlier rationales are WITHDRAWN and named in the classification_evidence. Whether this residual is independently sufficient is W4's ruling, not the author's.","preserves everything; adds an identifier stable under the operation that reissued the existing one, and retains the original ids","one method commit plus, optionally, a dated errata note on the ten prose citations; no existing record is rewritten",.claude/skills/factory-git/SKILL.md; .claude/workflow/research-scope.md; product/factory/templates/scope.md,yes,yes,identical V5 shape; the pin survives a future rewrite,not-applicable
notation:versioned,Notation,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",notation:versioned,none,not-applicable,versioned:true constructs carry a version in the instance and versioned:false ones do not; the checker enforces both directions,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,mechanically checkable and checked,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
