x_class,model_path,disposition,instance_ref,value_or_witness,provenance,custody,applicable_checks,enforcement_reality,open_pressure_disposition,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator
registry-seed-field,registries.event_type.seeded.effect_request.required_extension,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-field,registries.event_type.seeded.effect_request.durable,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-field,registries.event_type.seeded.effect_request.status,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed,registries.event_type.seeded.effect_disposition,exercised,"EV-21,EV-23","Full intended scalar present in the pinned file ('EffectBoundary performs, refuses or cannot determine a request') - S1's split is closed at this digest. Two dispositions witnessed, both performed.",forge,not-applicable,S1,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-field,registries.event_type.seeded.effect_disposition.definition,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-field,registries.event_type.seeded.effect_disposition.required_extension,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-field,registries.event_type.seeded.effect_disposition.durable,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-field,registries.event_type.seeded.effect_disposition.status,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed,registries.event_type.seeded.adaptation,exercised,"EV-06,EV-28","Full intended scalar present ('authorized change to a definition, composition or method'). EV-06 supplies prior_baseline and new_baseline; its decision_ref points at the unrecorded EV-05.",forge,not-applicable,S1,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-field,registries.event_type.seeded.adaptation.definition,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-field,registries.event_type.seeded.adaptation.required_extension,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-field,registries.event_type.seeded.adaptation.durable,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-field,registries.event_type.seeded.adaptation.status,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry,registries.record_category.status,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry,registries.record_category.shape,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry,registries.record_category.admission_rule,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-empty,registries.record_category.seeded<EMPTY>,exercised,registry_extensions.record_category,Seven categories registered by distinct behaviour; empty seed correctly NOT filled with invented canonical values.,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry,registries.unit_kind.status,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry,registries.unit_kind.shape,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry,registries.unit_kind.admission_rule,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-empty,registries.unit_kind.seeded<EMPTY>,exercised,registry_extensions.unit_kind,"Three kinds registered (feature, stage, implementation-wave), matching M01's own 'software Feature belongs here'.",derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry,registries.effect_class.status,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry,registries.effect_class.shape,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry,registries.effect_class.admission_rule,exercised,registry_extensions,consumed while registering or using this registry,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registry-seed-empty,registries.effect_class.seeded<EMPTY>,exercised,registry_extensions.effect_class,"Four classes registered; receipt_requirements satisfied only for forge-merge, forge-issue-state and repository-write.",forge,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
catalog,catalogs.skill.construct,not-applicable,not-applicable,no shared skill catalogue exists in the alphabet.,repo-artifact,not-applicable,not-applicable,none,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
catalog,catalogs.skill.scope,not-applicable,not-applicable,not exercised.,repo-artifact,not-applicable,not-applicable,none,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
catalog,catalogs.skill.status,not-applicable,not-applicable,not exercised; M01 open.skill_catalog untouched by this case.,repo-artifact,not-applicable,not-applicable,none,still-open,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
catalog,catalogs.workflow.construct,exercised,"WF-01,WF-02",.claude/protocols/uni/ is a program-scoped workflow catalogue with five members; two are instantiated here.,repo-artifact,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
catalog,catalogs.workflow.scope,exercised,"WF-01,WF-02,GT-04..08",workflow and gate catalogues observed at program scope,repo-artifact,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
catalog,catalogs.workflow.status,exercised,"WF-01,WF-02,GT-04..08",workflow and gate catalogues observed at program scope,repo-artifact,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
catalog,catalogs.gate.construct,exercised,GT-04..GT-08,"Gates are catalogued inside the workflow protocol, at workflow scope, not independently.",repo-artifact,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
catalog,catalogs.gate.scope,exercised,"WF-01,WF-02,GT-04..08",workflow and gate catalogues observed at program scope,repo-artifact,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
catalog,catalogs.gate.status,exercised,"WF-01,WF-02,GT-04..08",workflow and gate catalogues observed at program scope,repo-artifact,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-group,values.autonomy_tier.status,exercised,see instance,vocabulary consumed by the instance,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-group,values.autonomy_tier.definition,exercised,see instance,vocabulary consumed by the instance,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.autonomy_tier.values.A0,exercised,"DL-08,DL-09,DL-10,DL-13","Full intended scalar present at this digest ('analyze, evaluate or recommend without discretionary work initiation') - S1 closed. Fits the validators, the security reviewer and uni-zero exactly: they assess and recommend, and initiate no work.",forge,not-applicable,S1,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.autonomy_tier.values.A1,exercised,"DL-02..DL-07,DL-12",bounded judgment within an assigned Unit - the implementers and designers,inference,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.autonomy_tier.values.A2,not-applicable,not-applicable,"no witness: the delivery leader plans waves and spawns agents, which is A2-shaped, but no artefact in the alphabet describes a leader Actor or its grant.",derived,not-applicable,not-applicable,none,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.autonomy_tier.values.A3,not-applicable,not-applicable,"no witness. Full intended scalar present ('adapt local tactics, composition or reversible method detail'); status insufficient-evidence is UNCHANGED by this case.",derived,not-applicable,not-applicable,none,still-open,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.autonomy_tier.values.A4,not-applicable,not-applicable,no witness; SC-03 was launched by AC-01 directly. status insufficient-evidence UNCHANGED.,derived,not-applicable,not-applicable,none,still-open,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.autonomy_tier.values.A5,exercised,DL-01,"Full intended scalar present ('change Collective policy, authority structures or strategic objectives'), held_by: human - and AC-01 is the only actor who reduces scope and merges.",forge,not-applicable,S1,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-group,values.evidence_grade.status,exercised,see instance,vocabulary consumed by the instance,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.evidence_grade.values.missing,not-applicable,not-applicable,no witness in this case,derived,not-applicable,not-applicable,none,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.evidence_grade.values.claimed,not-applicable,not-applicable,NOT used: writing it for CP-02 would silently normalise 'asserted',derived,not-applicable,not-applicable,none,still-open,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.evidence_grade.values.partial,not-applicable,not-applicable,no witness,derived,not-applicable,not-applicable,none,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.evidence_grade.values.proven,exercised,CP-01,"CP-01, as a doc-claim only",derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-rule,values.evidence_grade.rule,exercised,see instance,vocabulary consumed by the instance,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-group,values.epistemic_kind.status,exercised,see instance,vocabulary consumed by the instance,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.epistemic_kind.values.mechanical-observation,exercised,RC-25/RC-14/RC-01/RC-11/RC-08,all five members witnessed; see core.Record.fields.epistemic_kind,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.epistemic_kind.values.reported-observation,exercised,RC-25/RC-14/RC-01/RC-11/RC-08,all five members witnessed; see core.Record.fields.epistemic_kind,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.epistemic_kind.values.claim,exercised,RC-25/RC-14/RC-01/RC-11/RC-08,all five members witnessed; see core.Record.fields.epistemic_kind,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.epistemic_kind.values.inference,exercised,RC-25/RC-14/RC-01/RC-11/RC-08,all five members witnessed; see core.Record.fields.epistemic_kind,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.epistemic_kind.values.reviewed-finding,exercised,RC-25/RC-14/RC-01/RC-11/RC-08,all five members witnessed; see core.Record.fields.epistemic_kind,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-rule,values.epistemic_kind.rule,exercised,"EV-05,EV-29","Orthogonality holds: both are decision Events; EV-05 is a claim, EV-29 is a mechanical-observation. 'decision' never appears as an epistemic kind.",derived,not-applicable,A8,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-group,values.significance.status,exercised,see instance,vocabulary consumed by the instance,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.significance.values.routine,exercised,EV-24,wave commits,forge,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.significance.values.exception,exercised,"EV-07,EV-20",gate assessments and the merge,forge,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.significance.values.surprise,exercised,"EV-05,EV-10",the scope reduction and the REWORKABLE FAIL,doc-claim,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-group,values.carrier.status,exercised,see instance,vocabulary consumed by the instance,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.carrier.values.inline,exercised,EV-05,a decision with no record,forge,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.carrier.values.record-ref,exercised,EV-08,a gate outcome carried by RC-08,forge,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.carrier.values.artifact-ref,exercised,EV-21,the merge commit,forge,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-group,values.currentness.status,exercised,see instance,vocabulary consumed by the instance,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.currentness.values.current,exercised,"RC-01,RC-03",the reduced sources,repo-artifact,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.currentness.values.superseded,exercised,"RC-13,RC-20,RC-21,RC-23,RC-11,RC-12","six superseded Records, all committed unmarked",repo-artifact,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.currentness.values.stale,exercised,"RC-09,RC-15",the gate-3b report whose WARN was already fixed by 843d0049,forge,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.currentness.values.unknown,exercised,SK-01..SK-03 held_by,every actor-skill currentness,missing,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-group,values.coupling.status,exercised,see instance,vocabulary consumed by the instance,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.coupling.values.atomic,exercised,"EV-21,EV-25",the merge itself; each commit,forge,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.coupling.values.ordered-best-effort,exercised,EV-23,DEMONSTRATED: merged_at 11:29:07Z vs issue closed_at 11:29:09Z - a two-second lag between two effects the forge performs for one request.,forge,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.coupling.values.reported,not-applicable,not-applicable,no witness distinct from the above.,derived,not-applicable,not-applicable,none,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.coupling.values.unknown,exercised,EV-30,the claimed Unimatrix knowledge-store writes (#5599-#5613) have no disposition at all.,doc-claim,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-group,values.effect_disposition.status,exercised,see instance,vocabulary consumed by the instance,derived,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.effect_disposition.values.performed,exercised,"EV-21,EV-23,EV-25","merge, issue close, commits",forge,not-applicable,not-applicable,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.effect_disposition.values.refused,not-applicable,not-applicable,"NO WITNESS. Every requested effect in the case was performed. The trigger-injected rollback is a test fixture inside the delivery, evidenced only by an authored report, and is NOT counted.",derived,not-applicable,not-applicable,none,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-member,values.effect_disposition.values.unknown,not-applicable,not-applicable,"no witness; EV-30's absence is modelled as no disposition Event rather than an unknown one, because nothing reported back at all.",derived,not-applicable,not-applicable,none,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
value-rule,values.effect_disposition.rule,exercised,"EV-21,EV-08",Both vocabularies used side by side and kept apart: EV-21 uses effect_disposition (performed); EV-08 uses GT-04's allowed_outcomes (PASS).,derived,not-applicable,I6,none,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant,invariants.I1,exercised,"RC-01,UN-01",Identity opaque and distinct from name: UN-01 and UN-02 are distinct Units under one project name 'vnc-045'. History-never-overwritten FAILS in the project: SCOPE.md was overwritten in place and the pre-reduction text exists at no commit.,forge,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,project-evolution-candidate,RC-13/RC-20/RC-21/RC-23 describe the pre-reduction UN-01 and are committed unchanged in afaa8385 beside the reduced sources that contradict them; nothing distinguishes them.,represented-with-gap,[CF-01] Stamp agent/gate reports with the SCOPE digest they were written against; synthesizer stamps superseded_by when it regenerates after a scope change.,The project already pays this cost by hand: RC-03 records that pattern #5607 cites a now-stale vnc-045 instance and hands the retro a manual reconciliation.,"Additive metadata only; no proof bar, gate outcome or authority moves; superseded reports stay on disk, as ADRs already do (RC-22).",Low: two template lines plus one synthesizer step; no retro-stamping of history.,uni-design-protocol Phase 2c; uni-delivery-protocol report conventions; agents/*.md and reports/gate-*.md templates,true,true,retain,not-applicable
invariant,invariants.I2,exercised,"EV-30,RC-14","Cleanest witness in the case: for the claimed #5599-#5613 stores, the Record's existence, its admission and the effect's occurrence are three separate facts and only the first is evidenced.",doc-claim,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant,invariants.I3,exercised,registry_extensions.record_category,"Seven categories own schema, admission, retrieval, lifecycle and correction; two of them (agent-report, advisory-review) own NO admission and NO lifecycle, which is itself the observed behaviour.",derived,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant,invariants.I4,exercised,"EV-26,RC-14","DEMONSTRATED with a live error: RC-14 is an actor-authored account with no capture provenance, so it is a claim - and it contains a factually wrong tool count (12->15) that the committed diff (14->15) refutes.",forge,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,project-evolution-candidate|historical-evidence-gap,"RC-14 asserts 6961/0 and smoke 32/32 with no retained runner output; its own '12 -> 15 tools' claim is contradicted by the committed test_protocol.py diff (fourteen -> fifteen), as is the PR body's '13th tool'.",represented-with-gap,[CF-04] Retain the runner output (or its digest plus head/tail) beside RISK-COVERAGE-REPORT.md and cite it from the report's provenance line.,"The project treats a summary standing in for a record as a security defect for machine writes (R-03, the '{}' sentinel rule); the same standard on its own gate evidence would have caught a factual error that shipped.","Nothing removed, no bar lowered; honest about what it buys - reproducibility, not attestation, since capture custody is still the reporting actor's shell.",Low-moderate: repository growth per feature (mitigable by digest+truncation); one tester step; one template line.,uni-delivery-protocol Stage 3c and Cargo Output Truncation; product/features/{id}/testing/,true,true,retain,not-applicable
invariant,invariants.I5,exercised,"EV-09,EV-10","GT-04 iteration 0 is corrected by new Events (EV-07/EV-08), not by editing; and occurrence does not establish payload truth - EV-12's PASS payload contains a stale WARN.",doc-claim,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant,invariants.I6,exercised,"AR-01..03,EV-08,EV-21","All six kept distinct AND observably separated: the advisory reviews produce assessments with recommendations that carry no consequence, while GT-04's outcome carries one.",forge,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
