x_id,x_class,row_scope,source_id,model_path,instance_id,instance_version,value,provenance,custody,invariant_check_ids,enforcement_reality,open_pressure_disposition,w1_disposition,w2_disposition,reconciled_disposition,divergence_class,divergence_adjudication,w3_fixture_ids,w3_results,w3_adverse,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator,evolution_candidate_id,evolution_challenge_result,w4_adjudication
invariants.I13,invariant,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",invariants.I13,"[W2] CP-01,CP-02",not-applicable,[W1] zero Capability instances; the checker reports PASS vacuously || [W2] Both capabilities are required by GO-01.,[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] doc-claim,not-applicable,[W1] see instance + wfh-008-validate.py output,[W2] none - no common checker implements this model,[W1] vacuous,not-applicable,exercised,exercised,divergent,"MODEL-INTRINSIC divergence: the property is a property of M01, so a case difference cannot explain it. Adjudicated on the workstreams' own evidence text plus W3 execution.",not-applicable,not-applicable,not-applicable,historical-evidence-gap|model-defect,"[W1] R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","[W1] NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",[W1] not-proposed,[W1] the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,[W1] no,not-applicable,not-applicable,"[W1] whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case",not-applicable,not-applicable,not-applicable
invariants.I14,invariant,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",invariants.I14,[W2] CP-01,not-applicable,[W1] zero Capability instances || [W2] KI-AUDIT's meaning is unchanged when its governed surface expands to a new op; only the evidence set grows.,[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] doc-claim,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-E21,[W2] none - no common checker implements this model,[W1] vacuous,not-applicable,exercised,exercised,divergent,"MODEL-INTRINSIC divergence: the property is a property of M01, so a case difference cannot explain it. Adjudicated on the workstreams' own evidence text plus W3 execution.",F-E21,rejected-mechanically,not-applicable,historical-evidence-gap|model-defect,"[W1] R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","[W1] NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",[W1] not-proposed,[W1] the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,[W1] no,not-applicable,not-applicable,"[W1] whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case",not-applicable,not-applicable,not-applicable
invariants.I15,invariant,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",invariants.I15,"[W2] UN-03,AT-03,AT-04",not-applicable,"[W1] checker witnesses UN-RUN, UN-SCOPE, UN-W1, UN-W2, UN-W4, UN-W5, UN-W6, UN-W7 and UN-AUDIT-R2 with multiple Attempts each; UN-AUDIT-R2 has two Attempts against DIFFERENT baselines under one intended outcome || [W2] Unit identity survives the GT-04 rework; each execution is an Attempt. Verifiable at the document altitude only - both attempts collapse into commit 3afc2c49.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] doc-claim,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-E23,[W1] mechanically checkable on instance data and checked || [W2] none - no common checker implements this model,[W1] clean positive,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),F-E23,not-falsifiable-from-alphabet,not-applicable,project-evolution-candidate,[W2] RC-09 flags as open a WARN already fixed by 843d0049 24 minutes earlier and pins no commit; AT-03's required baseline_ref does not survive (both GT-04 iterations collapse into 3afc2c49).,[W2] represented-with-gap,"[W2] [CF-02] Add reviewed_commit: <sha> to the gate-report template, written by the validator from git rev-parse HEAD.",[W2] T01 already declares 'Gates check committed HEAD' and makes the leader commit before the gate; a review that cannot name what it reviewed cannot be re-run.,"[W2] Purely additive provenance; bar, outcomes, consequences, assessor and independence predicate untouched.",[W2] Low: one template line and one command per gate; does not recover AT-03's pre-commit baseline.,[W2] uni-delivery-protocol Gate 3a/3b/3c spawn templates; gate-report templates,[W2] partial,[W2] true,[W2] retain,not-applicable,W2/CF-02,survives,not-applicable
invariants.I16,invariant,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",invariants.I16,"[W2] UN-01,UN-02",not-applicable,[W1] UN-CORRECTIONS is modelled as its own Unit rather than further Attempts of UN-W1/W2/W4/W6 precisely because its intended outcome differs; the checker confirms no two Units share an intended_outcome || [W2] MODEL WIN. The human scope reduction changed the intended outcome and V5 forces two Units with a replaces edge; the project reused one identifier and overwrote in place.,[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] repo-artifact,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-E24,[W1] mechanically checkable and checked || [W2] none - no common checker implements this model,[W1] clean positive,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),F-E24,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariants.I17,invariant,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",invariants.I17,[W2] DL-02..DL-13,not-applicable,"[W1] clause 1 CHECKED on two axes and it caught a real error - a first-pass encoding gave the leader's close grant graph-write its parent lacked, and the checker rejected it. Clause 2 (chain to a Scope root) PASSES for all 31 Delegations. || [W2] SPECIFIED-NOT-ENFORCED and demonstrably violated on the effect axis: derived grants run under the same credentials as the root, so no derived Delegation is actually narrower. Authority does reach every Actor through a chain from SC-01 - but only as an inference.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] inference,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-E28,[W1] partially mechanically checkable; UNDECIDABLE on escalation_conditions and resource_ceiling for 20 derived Delegations || [W2] specified-not-enforced,"[W1] open.delegation_attenuation exercised, still-open",construct-pressure,construct-pressure,construct-pressure,agree,not-applicable (both workstreams agree),F-E28,rejected-mechanically,not-applicable,enforcement-gap|model-defect,"[W1] I17 says a derived Delegation may not exceed its parent 'on any axis'. The checker decides two axes (autonomy_tier is ordinal; effect_grants is a set) and reports 20 derived Delegations UNDECIDABLE on escalation_conditions and resource_ceiling, because the model supplies no ordering for a text list or a heterogeneous map. open.delegation_attenuation names this. || [W2] SPECIFIED-NOT-ENFORCED and demonstrably violated on the effect axis: derived grants run under the same credentials as the root, so no derived Delegation is actually narrower. Authority does reach every Actor through a chain from SC-01 - but only as an inference.","[W1] PARTIALLY CHECKABLE - and the checkable half worked: it rejected a first-pass encoding that gave the leader's close grant graph-write its parent lacked, which was a genuine modelling error || [W2] specified-not-enforced",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,[W1] yes || [W2] true,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariants.I18,invariant,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",invariants.I18,"[W2] WF-01,WF-02",not-applicable,"[W1] the method surface was NOT edited during the run (no .claude commit on 2026-08-28) - a positive behavioral observation. But an npx install overwrote twelve method files the day before with no decision Event, and research-scope.md was last revised by an agent identity. || [W2] DEMONSTRATED: PR #929 changed 57 files, none under .claude/. Adaptation-as-event holds for the ADR deferral (EV-06) and fails for SCOPE.md, which was edited in place with no adaptation record of its own.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] forge,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-E32,"[W1] specified-not-enforced: no CODEOWNERS, no branch protection, no manifest || [W2] none - no common checker implements this model","[W1] open.custody_enforcement exercised, still-open",construct-pressure,exercised,construct-pressure,divergent,"MODEL-INTRINSIC divergence: the property is a property of M01, so a case difference cannot explain it. Adjudicated on the workstreams' own evidence text plus W3 execution.",F-E32,not-falsifiable-from-alphabet,not-applicable,enforcement-gap|historical-evidence-gap|project-evolution-candidate,"[W1] I18 requires Workflow/Gate/Delegation custody to sit outside the governed activity. All method definitions live in .claude/ inside the repository the governed agents write to; there is NO CODEOWNERS file and no branch-protection artifact in the tree. The most recent revision of research-scope.md (9d7806a, 2026-08-27) was authored by the agent identity 'Claude Opus 4.8' - the governed actor class edited its own governing definition. Separately, an npx install silently overwrote twelve method files on 2026-08-27 with no decision Event. || [W2] EV-05 exists only as the dated phrase 'scope reduced by human 2026-07-07' inside seven documents written by the actors it governed; no forge object, no commit; occurred_at unavailable at the declared timestamp type.","[W1] representable, and the instance records the custody as prose because there is nothing else to record; definition_custodian_ref is marked _approx on WF-RESEARCH-SCOPE || [W2] represented-with-gap","[W1] see CF-02 - a sha256 manifest over the method surface plus a drift check || [W2] [CF-03] Post one issue comment stating the scope decision, its rationale and its time, at the human gate, before regeneration.","[W1] an evidenced integrity incident that nothing detected mechanically; the argument is about that incident, not about a data model || [W2] vnc-045's own thesis is that an append-only record is the primary control, applied to a single tag mutation at millisecond precision; the same organisation left its most consequential decision unrecorded.","[W1] detects drift; explicitly does NOT establish custody, because the manifest is itself editable by the governed party (the #320 predicate applies to it) || [W2] Custody strictly improves: the record moves from actor-authored paraphrase to forge-custodied primary source; no authority moves toward the governed activity.","[W1] one manifest, one hook, one protocol line; recurring regeneration on legitimate method change || [W2] Very low: one comment per scope decision; does not retroactively supply EV-05.",[W1] .claude/settings.json; a new .claude/METHOD-MANIFEST.sha256; .claude/workflow/research-scope.md || [W2] uni-design-protocol Phase 1 / Phase 2d human gates; uni-delivery-protocol merge gate,[W1] yes || [W2] partial,[W1] yes || [W2] true,[W1] detection improves; I18 remains UNSATISFIED in both forms - the evolution does not repair it || [W2] retain,[W1] open.custody_enforcement says no common enforcement point exists; whether I18 is satisfiable inside a single repository at all is not decidable here,W1/CF-02;W2/CF-03,survives (all six challenges; states its own limit - a manifest detects drift and does not establish custody);survives (authority moves away from the governed actors),not-applicable
invariants.I19,invariant,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",invariants.I19,[W2] registry_extensions,not-applicable,"[W1] four program-owned registry extensions authored (unit_kind, record_category, effect_class, event_type); none weakens a common invariant and none moves semantics into free text - the unrecorded_change type exists precisely BECAUSE adaptation presupposes authorization || [W2] No registered extension weakens a common invariant. The nearest strain is the grade vocabulary, which is a MODEL closure rather than a program extension - see values.evidence_grade. S6's binding question stands: I19 is cited only by Workflow.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-E33,[W1] specified-not-enforced || [W2] none - no common checker implements this model,[W1] S6 unresolved: I19 is bound to Workflow alone while three of the four extension owners are not Workflow,construct-pressure,exercised,construct-pressure,divergent,"MODEL-INTRINSIC divergence: the property is a property of M01, so a case difference cannot explain it. Adjudicated on the workstreams' own evidence text plus W3 execution.",F-E33,specified-not-enforced,specified-not-enforced,model-defect,"[W1] I19 (program extensions may not weaken common invariants) is cited by Workflow ALONE, yet this instance registers program-owned extensions on unit_kind, record_category, effect_class and event_type - owned by Workflow, Scope, Scope and the registry respectively. Three of the four owners are not Workflow, so nothing binds I19 to them. Review finding S6 raised exactly this and it is unresolved in the pinned file.","[W1] representable; the extensions conform, and no per-construct binding required them to",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,[W1] yes,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,W3 ADVERSE at this path: F-E33=specified-not-enforced
excluded[0]:Feature as a construct; it is a software unit_kind,excluded,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",excluded[0]:Feature as a construct; it is a software unit_kind,[W2] UN-02,not-applicable,"[W1] no Feature; the research domain has none. Negative test passes trivially and the software case (W2) is the real test. || [W2] NEGATIVE TEST PASSES: 'feature' is registered as a unit_kind, not as a construct. M01's admission_rule anticipated it verbatim.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-H01,[W1] specified-not-enforced,[W1] negative test,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),F-H01,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded[1]:Qualification as a construct; evidence belongs to Actor-has-Skill,excluded,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",excluded[1]:Qualification as a construct; evidence belongs to Actor-has-Skill,[W2] SK-01..03,not-applicable,"[W1] no Qualification object; competence evidence would live on Actor.has_skill attributes, which are empty - the exclusion is not what makes them empty. || [W2] NEGATIVE TEST PASSES vacuously: no qualification evidence exists in the case, so nothing needed a Qualification construct - but nothing tested the boundary either.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-H02,[W1] specified-not-enforced,[W1] negative test,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),F-H02,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded[2]:Envelope as a construct; limits travel with Delegation,excluded,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",excluded[2]:Envelope as a construct; limits travel with Delegation,[W2] DL-01..13,not-applicable,"[W1] STRONGEST NEGATIVE TEST IN THE CASE. themes.md literally calls the coordinator block an ""authority envelope"", and wfh-010 W1 carried Envelope as candidate noun N7. It maps field-for-field onto DL-COORD-STANDING (autonomy_tier, effect_grants, resource_ceiling, escalation_conditions, definition_custodian_ref) with nothing left over. Envelope is NOT needed. || [W2] NEGATIVE TEST PASSES: limits travel with the Delegation (effect_grants, resource_ceiling, escalation_conditions); no Envelope construct was wanted.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-H03,[W1] specified-not-enforced,[W1] negative test,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),F-H03,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded[3]:AuthorityBasis as a construct; authority is rooted in Scope or conveyed by Delegation,excluded,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",excluded[3]:AuthorityBasis as a construct; authority is rooted in Scope or conveyed by Delegation,"[W2] EV-20,EV-29",not-applicable,"[W1] authority reaches every Actor through SC-COL's root or a Delegation chain; no AuthorityBasis object was wanted. || [W2] NEGATIVE TEST PASSES and it is load-bearing: the merge and the scope reduction are the authority ROOT acting, expressed as authority_ref -> SC-03. No AuthorityBasis was needed.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-H04,[W1] specified-not-enforced,[W1] negative test,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),F-H04,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded[4]:EvidenceItem as a construct; evidence is a Record role under a Gate,excluded,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",excluded[4]:EvidenceItem as a construct; evidence is a Record role under a Gate,"[W2] RC-14,GT-06",not-applicable,[W1] evidence is Records under GT-COVERAGE (assessment.evidence_set); no EvidenceItem needed. || [W2] NEGATIVE TEST PASSES: RC-14 is a Record playing an evidence role under a gate that never consumed it; no EvidenceItem construct was wanted.,[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-H05,[W1] specified-not-enforced,[W1] negative test,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),F-H05,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded[5]:RecordVersion as a construct; versions belong to Record identity,excluded,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",excluded[5]:RecordVersion as a construct; versions belong to Record identity,"[W2] RC-01,RC-03",not-applicable,"[W1] no RecordVersion object, and Record versions are carried as a version integer. But the historical versions exist only in git, whose ids were rewritten - so the exclusion is fine and the custody is not. || [W2] NEGATIVE TEST PASSES: versions belong to Record identity. Strained only because the project overwrote SCOPE.md, leaving no prior version to hold.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-H06,[W1] specified-not-enforced,[W1] negative test,construct-pressure,exercised,construct-pressure,divergent,"MODEL-INTRINSIC divergence: the property is a property of M01, so a case difference cannot explain it. Adjudicated on the workstreams' own evidence text plus W3 execution.",F-H06,rejected-mechanically,not-applicable,enforcement-gap,"[W1] I1 says history is superseded, never overwritten, and Record.supersedes says correction never overwrites history. RC-COV-R2 was AMENDED IN PLACE twice after publication (commit 2929599 modified reports/coverage-r2.md), and the findings Records were edited in place across three rework passes and one correction pass. No Record identity was reissued; the prior versions survive only in the git object store - whose own identities were later rewritten (PR-BASELINE-REWRITE). The run's honest practice of retaining the superseded verdict verbatim INSIDE the amended file is a convention, not a model or tool guarantee.","[W1] representable as a version increment; the model's supersession semantics are satisfied by narrative, not by the store",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,[W1] yes,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
"excluded[6]:Signal, Decision, Transition, Assessment, Outcome, EffectRequest or EffectReceipt as constructs; all are Events",excluded,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03","excluded[6]:Signal, Decision, Transition, Assessment, Outcome, EffectRequest or EffectReceipt as constructs; all are Events",[W2] EV-01..EV-30,not-applicable,"[W1] all seven appear only as Event types; the instance has no Signal/Decision/Transition/Assessment/Outcome/EffectRequest/EffectReceipt section and the checker confirms it. || [W2] NEGATIVE TEST PASSES across the board: signal, decision, transition, assessment, outcome, effect request and effect receipt are all Events here, and none wanted a noun.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-H07,[W1] specified-not-enforced,[W1] negative test,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),F-H07,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded[7]:a merged effect event; request and disposition remain separate,excluded,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",excluded[7]:a merged effect event; request and disposition remain separate,"[W2] EV-20/EV-21,EV-22/EV-23",not-applicable,"[W1] EV-017 (request) and EV-018/019/020 (dispositions) are separate; one request produced five dispositions, which a merged event could not represent. || [W2] NEGATIVE TEST PASSES and PAYS OFF: the merge/issue-close pair is only expressible as separate request and disposition because the two-second lag makes them observably non-atomic.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output,[W1] specified-not-enforced,[W1] negative test,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
"excluded[8]:organizational-level Capability kinds, Goal as Scope, Attempt as Unit subtype, lesson as Event type",excluded,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03","excluded[8]:organizational-level Capability kinds, Goal as Scope, Attempt as Unit subtype, lesson as Event type","[W2] CP-01,UN-02,AT-03",not-applicable,"[W1] no organizational-level Capability kinds (no Capability at all); GO-WFH is a Goal and SC-PROG is its Scope, never conflated; Attempt is not a Unit subtype; lesson is not an Event type - #320 is a finding Record. || [W2] NEGATIVE TEST PASSES: no organizational-level capability kind, Goal is never a Scope (SC-03 is), Attempt is never a Unit subtype, and no lesson event type was wanted.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-H08;F-H09,[W1] specified-not-enforced,[W1] negative test,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),F-H08;F-H09,accepted-defect;specified-not-enforced,accepted-defect;specified-not-enforced,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,W3 ADVERSE at this path: F-H08=specified-not-enforced;F-H09=accepted-defect
"excluded[9]:a universal lifecycle, state machine, proof bar or closed extension taxonomy",excluded,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03","excluded[9]:a universal lifecycle, state machine, proof bar or closed extension taxonomy","[W2] GT-04,GT-07,GT-08",not-applicable,"[W1] no universal lifecycle imposed: Unit states are Workflow-owned, Record lifecycle is Category-owned, and the registries stay open. || [W2] NEGATIVE TEST PASSES decisively: three DIFFERENT outcome vocabularies coexist in one case ([PASS,REWORKABLE FAIL,SCOPE FAIL], [READY,BLOCKED], [PASS,WARN,VARIANCE,FAIL]). A universal outcome enum would have broken the instance.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-H10,[W1] specified-not-enforced,[W1] negative test,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),F-H10,not-falsifiable-from-alphabet,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded[10]:autonomy as effect authority or evidence strength,excluded,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",excluded[10]:autonomy as effect authority or evidence strength,"[W2] DL-08,EB-01",not-applicable,"[W1] A0 goal-owner has evaluative weight and no effect authority; A0 git has powerful effects and no judgment. Autonomy is neither authority nor evidence strength. || [W2] NEGATIVE TEST PASSES: A0 assessors hold no effect authority, and autonomy nowhere stands in for evidence strength.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output || [W3] F-H11,[W1] specified-not-enforced,[W1] negative test,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),F-H11,accepted-defect,accepted-defect,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,W3 ADVERSE at this path: F-H11=accepted-defect
open.delegation_attenuation,open,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",open.delegation_attenuation,[W2] DL-02..13,not-applicable,[W1] 20 derived Delegations undecidable on non-numeric axes || [W2] Non-numeric grants are incomparable in this case precisely because every agent holds identical credentials; no revocation observed.,[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] derived,not-applicable,[W1] see instance + wfh-008-validate.py output,not-applicable,[W1] still-open || [W2] still-open,construct-pressure,exercised,construct-pressure,divergent,"MODEL-INTRINSIC divergence: the property is a property of M01, so a case difference cannot explain it. Adjudicated on the workstreams' own evidence text plus W3 execution. || W4 OVERRIDE: STILL-OPEN and adverse. W3 F-E26 (A5 derived from A1) and F-E27 (resource_ceiling 500 from a parent granting 0) are both accepted-defect. Executed W1 checker: 24 derived Delegations UNDECIDABLE on the non-numeric axes (W1 prose says 20 - the executed result governs).",not-applicable,not-applicable,not-applicable,model-defect,"[W1] I17 says a derived Delegation may not exceed its parent 'on any axis'. The checker decides two axes (autonomy_tier is ordinal; effect_grants is a set) and reports 20 derived Delegations UNDECIDABLE on escalation_conditions and resource_ceiling, because the model supplies no ordering for a text list or a heterogeneous map. open.delegation_attenuation names this.","[W1] PARTIALLY CHECKABLE - and the checkable half worked: it rejected a first-pass encoding that gave the leader's close grant graph-write its parent lacked, which was a genuine modelling error",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,[W1] yes,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
